Pays,ISO3,Année,ECGTE_TaxeEnv_DeviseNat,ECGTE_TaxeEnv_PctPIB,ECGTEN_TaxeEnergie_CarbIncl_DeviseNat,ECGTEN_TaxeEnergie_CarbIncl_PctPIB,ECGTEP_TaxePollution_DeviseNat,ECGTEP_TaxePollution_PctPIB,ECGTER_TaxeRess_DeviseNat,ECGTER_TaxeRess_PctPIB,ECGTET_TaxeTransp_CarbExcl_DeviseNat,ECGTET_TaxeTransp_CarbExcl_PctPIB
Costa Rica,CRI,2011,499830680000.0,2.31,359436000000.0,1.66,441610000.0,0.0,6380880000.0,0.03,133572190000.0,0.62
Costa Rica,CRI,2012,530511180000.0,2.23,359439000000.0,1.51,503350000.0,0.0,7323330000.0,0.03,163245500000.0,0.69
Costa Rica,CRI,2013,606850300000.0,2.38,411541000000.0,1.62,538580000.0,0.0,9414880000.0,0.04,185355840000.0,0.73
Costa Rica,CRI,2014,632723080000.0,2.26,412192000000.0,1.47,591300000.0,0.0,8509710000.0,0.03,211430070000.0,0.76
Costa Rica,CRI,2015,710530030000.0,2.36,465062000000.0,1.54,552350000.0,0.0,9505070000.0,0.03,235410610000.0,0.78
Costa Rica,CRI,2016,749370100000.0,2.34,480318400000.0,1.5,492490000.0,0.0,10818490000.0,0.03,257740720000.0,0.8
Costa Rica,CRI,2017,800041080000.0,2.33,517674430000.0,1.51,566250000.0,0.0,11383250000.0,0.03,270417150000.0,0.79
Costa Rica,CRI,2018,908604450000.0,2.52,525517810000.0,1.46,762240000.0,0.0,102970250000.0,0.29,279354150000.0,0.78
Costa Rica,CRI,2019,956574200000.0,2.53,560254000000.0,1.48,506200000.0,0.0,100513000000.0,0.27,295301000000.0,0.78
Costa Rica,CRI,2020,624930520000.0,1.71,444705710000.0,1.22,361600000.0,0.0,10933670000.0,0.03,168929550000.0,0.46
Costa Rica,CRI,2021,824974160000.0,2.06,529586820000.0,1.32,666820000.0,0.0,15416400000.0,0.04,279304120000.0,0.7
"Croatia, Rep. of",HRV,1995,2964500000.0,2.5,2795040000.0,2.35,0.0,0.0,17430000.0,0.02,152030000.0,0.13
"Croatia, Rep. of",HRV,1996,3669370000.0,2.81,3387200000.0,2.59,0.0,0.0,18290000.0,0.01,263880000.0,0.2
"Croatia, Rep. of",HRV,1997,3919340000.0,2.64,3555930000.0,2.4,0.0,0.0,23040000.0,0.02,340370000.0,0.23
"Croatia, Rep. of",HRV,1998,4563600000.0,2.78,4035370000.0,2.46,0.0,0.0,67910000.0,0.04,460320000.0,0.28
"Croatia, Rep. of",HRV,1999,4927140000.0,2.93,4376880000.0,2.6,0.0,0.0,69320000.0,0.04,480930000.0,0.29
"Croatia, Rep. of",HRV,2000,6217990000.0,3.44,5643580000.0,3.12,0.0,0.0,99940000.0,0.06,474470000.0,0.26
"Croatia, Rep. of",HRV,2001,6951450000.0,3.58,5979660000.0,3.08,0.0,0.0,111170000.0,0.06,860610000.0,0.44
"Croatia, Rep. of",HRV,2002,8703970000.0,4.08,6829520000.0,3.21,0.0,0.0,104910000.0,0.05,1769540000.0,0.83
"Croatia, Rep. of",HRV,2003,9590260000.0,4.09,7254860000.0,3.09,0.0,0.0,26390000.0,0.01,2309020000.0,0.98
"Croatia, Rep. of",HRV,2004,10003450000.0,3.95,7342340000.0,2.9,6220000.0,0.0,28160000.0,0.01,2626720000.0,1.04
"Croatia, Rep. of",HRV,2005,10395010000.0,3.82,7469680000.0,2.74,16350000.0,0.01,28450000.0,0.01,2880530000.0,1.06
"Croatia, Rep. of",HRV,2006,11086960000.0,3.73,7836540000.0,2.64,24050000.0,0.01,43500000.0,0.02,3182870000.0,1.07
"Croatia, Rep. of",HRV,2007,11861540000.0,3.65,8302800000.0,2.56,27980000.0,0.01,49680000.0,0.02,3481080000.0,1.07
"Croatia, Rep. of",HRV,2008,11970830000.0,3.43,8235250000.0,2.36,31430000.0,0.01,50060000.0,0.01,3654090000.0,1.05
"Croatia, Rep. of",HRV,2009,11299970000.0,3.39,8401450000.0,2.52,24150000.0,0.01,46520000.0,0.01,2827850000.0,0.85
"Croatia, Rep. of",HRV,2010,11830550000.0,3.56,9003420000.0,2.71,19350000.0,0.01,40360000.0,0.01,2767420000.0,0.83
"Croatia, Rep. of",HRV,2011,10901350000.0,3.23,8053790000.0,2.39,12190000.0,0.0,46590000.0,0.01,2788780000.0,0.83
"Croatia, Rep. of",HRV,2012,10466640000.0,3.13,7781600000.0,2.33,8920000.0,0.0,50660000.0,0.02,2625470000.0,0.79
"Croatia, Rep. of",HRV,2013,11494400000.0,3.42,8801900000.0,2.62,6380000.0,0.0,51030000.0,0.02,2635080000.0,0.78
"Croatia, Rep. of",HRV,2014,12631630000.0,3.77,9757510000.0,2.91,3180000.0,0.0,53940000.0,0.02,2817000000.0,0.84
"Croatia, Rep. of",HRV,2015,13657720000.0,3.97,10786190000.0,3.14,2210000.0,0.0,52270000.0,0.02,2817050000.0,0.82
"Croatia, Rep. of",HRV,2016,14497070000.0,4.07,11487560000.0,3.23,6560000.0,0.0,53200000.0,0.02,2949740000.0,0.83
"Croatia, Rep. of",HRV,2017,15243440000.0,4.09,11969970000.0,3.22,2130000.0,0.0,54440000.0,0.02,3216910000.0,0.86
"Croatia, Rep. of",HRV,2018,16163580000.0,4.14,13003580000.0,3.33,4990000.0,0.0,70900000.0,0.02,3084120000.0,0.79
"Croatia, Rep. of",HRV,2019,16867590000.0,4.09,13554370000.0,3.29,1710000.0,0.0,125700000.0,0.03,3185800000.0,0.77
"Croatia, Rep. of",HRV,2020,14788770000.0,3.91,11897050000.0,3.15,6370000.0,0.0,128170000.0,0.03,2757190000.0,0.73
"Croatia, Rep. of",HRV,2021,16317480000.0,3.79,13313900000.0,3.09,3480000.0,0.0,132690000.0,0.03,2867420000.0,0.67
Cyprus,CYP,1995,200900000.0,2.62,37800000.0,0.49,0.0,0.0,0.0,0.0,163100000.0,2.12
Cyprus,CYP,1996,202500000.0,2.54,40100000.0,0.5,0.0,0.0,0.0,0.0,162400000.0,2.04
Cyprus,CYP,1997,187700000.0,2.24,38600000.0,0.46,0.0,0.0,0.0,0.0,149100000.0,1.78
Cyprus,CYP,1998,207800000.0,2.29,44600000.0,0.49,0.0,0.0,0.0,0.0,163200000.0,1.8
Cyprus,CYP,1999,220400000.0,2.27,49800000.0,0.51,0.0,0.0,0.0,0.0,170600000.0,1.75
Cyprus,CYP,2000,261600000.0,2.47,69200000.0,0.65,0.0,0.0,0.0,0.0,192400000.0,1.82
Cyprus,CYP,2001,313400000.0,2.75,102000000.0,0.89,0.0,0.0,0.0,0.0,211400000.0,1.85
Cyprus,CYP,2002,322100000.0,2.71,108200000.0,0.91,0.0,0.0,0.0,0.0,213900000.0,1.8
Cyprus,CYP,2003,444400000.0,3.46,226300000.0,1.76,0.0,0.0,0.0,0.0,218100000.0,1.7
Cyprus,CYP,2004,502700000.0,3.63,262800000.0,1.9,0.0,0.0,0.0,0.0,239900000.0,1.73
Cyprus,CYP,2005,492000000.0,3.32,279400000.0,1.89,0.0,0.0,0.0,0.0,212600000.0,1.43
Cyprus,CYP,2006,494200000.0,3.09,285700000.0,1.79,0.0,0.0,0.0,0.0,208500000.0,1.3
Cyprus,CYP,2007,549900000.0,3.14,298100000.0,1.7,0.0,0.0,0.0,0.0,251800000.0,1.44
Cyprus,CYP,2008,574200000.0,3.02,304800000.0,1.6,0.0,0.0,0.0,0.0,269400000.0,1.42
Cyprus,CYP,2009,520000000.0,2.78,305200000.0,1.63,0.0,0.0,0.0,0.0,214800000.0,1.15
Cyprus,CYP,2010,534400000.0,2.75,352000000.0,1.81,0.0,0.0,0.0,0.0,182400000.0,0.94
Cyprus,CYP,2011,545500000.0,2.76,384000000.0,1.94,0.0,0.0,0.0,0.0,161500000.0,0.82
Cyprus,CYP,2012,502500000.0,2.59,363200000.0,1.87,0.0,0.0,1400000.0,0.01,137900000.0,0.71
Cyprus,CYP,2013,490000000.0,2.72,380900000.0,2.12,0.0,0.0,1000000.0,0.01,108100000.0,0.6
Cyprus,CYP,2014,534100000.0,3.06,415300000.0,2.38,0.0,0.0,900000.0,0.01,117900000.0,0.68
Cyprus,CYP,2015,544300000.0,3.04,428500000.0,2.4,0.0,0.0,900000.0,0.01,114900000.0,0.64
Cyprus,CYP,2016,554200000.0,2.93,436900000.0,2.31,0.0,0.0,1100000.0,0.01,116200000.0,0.61
Cyprus,CYP,2017,608500000.0,3.01,480600000.0,2.37,0.0,0.0,4800000.0,0.02,123100000.0,0.61
Cyprus,CYP,2018,632700000.0,2.93,500700000.0,2.32,0.0,0.0,6400000.0,0.03,125600000.0,0.58
Cyprus,CYP,2019,583700000.0,2.54,460800000.0,2.0,0.0,0.0,6600000.0,0.03,116300000.0,0.51
Cyprus,CYP,2020,533600000.0,2.47,413600000.0,1.91,0.0,0.0,6500000.0,0.03,113500000.0,0.53
Cyprus,CYP,2021,562480000.0,2.4,440600000.0,1.88,0.0,0.0,7400000.0,0.03,114480000.0,0.49
Czech Rep.,CZE,1995,43734010000.0,2.74,33883000000.0,2.12,2990000000.0,0.19,1051010000.0,0.07,5810000000.0,0.36
Czech Rep.,CZE,1996,46354590000.0,2.53,36600000000.0,2.0,2659000000.0,0.14,1265590000.0,0.07,5830000000.0,0.32
Czech Rep.,CZE,1997,47412400000.0,2.4,38566000000.0,1.96,2672000000.0,0.14,1291400000.0,0.07,4883000000.0,0.25
Czech Rep.,CZE,1998,51533580000.0,2.39,41214000000.0,1.91,2322000000.0,0.11,1282580000.0,0.06,6715000000.0,0.31
Czech Rep.,CZE,1999,57644080000.0,2.56,46215000000.0,2.05,1973000000.0,0.09,1270080000.0,0.06,8186000000.0,0.36
Czech Rep.,CZE,2000,57937630000.0,2.43,47640000000.0,2.0,1692000000.0,0.07,1368630000.0,0.06,7237000000.0,0.3
Czech Rep.,CZE,2001,63975890000.0,2.48,54083000000.0,2.1,1588400000.0,0.06,1165490000.0,0.05,7139000000.0,0.28
Czech Rep.,CZE,2002,65710930000.0,2.44,54848000000.0,2.04,2264300000.0,0.08,1192630000.0,0.04,7406000000.0,0.28
Czech Rep.,CZE,2003,71418520000.0,2.53,60123000000.0,2.13,2281200000.0,0.08,1218320000.0,0.04,7796000000.0,0.28
Czech Rep.,CZE,2004,80650950000.0,2.62,69304000000.0,2.25,2052200000.0,0.07,1209750000.0,0.04,8085000000.0,0.26
Czech Rep.,CZE,2005,87514410000.0,2.66,75570000000.0,2.3,2312900000.0,0.07,1381510000.0,0.04,8250000000.0,0.25
Czech Rep.,CZE,2006,90553380000.0,2.57,78187650000.0,2.21,2100010000.0,0.06,1437630000.0,0.04,8828090000.0,0.25
Czech Rep.,CZE,2007,100520210000.0,2.6,82971020000.0,2.15,2659700000.0,0.07,1434310000.0,0.04,13455180000.0,0.35
Czech Rep.,CZE,2008,103836570000.0,2.57,85240880000.0,2.11,2536010000.0,0.06,1429860000.0,0.04,14629820000.0,0.36
Czech Rep.,CZE,2009,103276680000.0,2.61,85439530000.0,2.16,2515390000.0,0.06,1398300000.0,0.04,13923450000.0,0.35
Czech Rep.,CZE,2010,104064690000.0,2.61,85212720000.0,2.13,2513680000.0,0.06,1266900000.0,0.03,15071400000.0,0.38
Czech Rep.,CZE,2011,110507570000.0,2.72,89370840000.0,2.2,2401210000.0,0.06,1335280000.0,0.03,17400250000.0,0.43
Czech Rep.,CZE,2012,107560730000.0,2.63,85754650000.0,2.1,2193890000.0,0.05,1496670000.0,0.04,18115510000.0,0.44
Czech Rep.,CZE,2013,105388520000.0,2.54,83994190000.0,2.03,1944360000.0,0.05,1478140000.0,0.04,17971830000.0,0.43
Czech Rep.,CZE,2014,108624710000.0,2.5,86908350000.0,2.0,1981050000.0,0.05,1284410000.0,0.03,18450900000.0,0.43
Czech Rep.,CZE,2015,112741990000.0,2.44,89163920000.0,1.93,1930620000.0,0.04,1295890000.0,0.03,20351550000.0,0.44
Czech Rep.,CZE,2016,119092890000.0,2.48,94902730000.0,1.98,1969790000.0,0.04,1572380000.0,0.03,20647990000.0,0.43
Czech Rep.,CZE,2017,122476260000.0,2.4,96888430000.0,1.9,1910830000.0,0.04,1437680000.0,0.03,22239330000.0,0.44
Czech Rep.,CZE,2018,127313920000.0,2.35,100164580000.0,1.85,2139340000.0,0.04,2559070000.0,0.05,22450920000.0,0.42
Czech Rep.,CZE,2019,140310230000.0,2.42,112108480000.0,1.94,2318500000.0,0.04,3007380000.0,0.05,22875880000.0,0.4
Czech Rep.,CZE,2020,135178980000.0,2.37,107166170000.0,1.88,2611030000.0,0.05,2737660000.0,0.05,22664120000.0,0.4
Czech Rep.,CZE,2021,135046690000.0,2.21,107342120000.0,1.76,2507070000.0,0.04,2875360000.0,0.05,22322140000.0,0.37
Côte d'Ivoire,CIV,1995,16207000000.0,0.3,267000000.0,0.01,0.0,0.0,15940000000.0,0.29,0.0,0.0
Côte d'Ivoire,CIV,1996,15965310000.0,0.17,217980000.0,0.0,0.0,0.0,13726840000.0,0.15,2020490000.0,0.02
Côte d'Ivoire,CIV,1997,12418470000.0,0.12,241960000.0,0.0,0.0,0.0,9822320000.0,0.09,2354200000.0,0.02
Côte d'Ivoire,CIV,1998,13204760000.0,0.11,248900000.0,0.0,0.0,0.0,10161980000.0,0.09,2793880000.0,0.02
Côte d'Ivoire,CIV,1999,14018000000.0,0.12,258000000.0,0.0,0.0,0.0,9443000000.0,0.08,4317000000.0,0.04
Côte d'Ivoire,CIV,2000,14200000000.0,0.12,290000000.0,0.0,0.0,0.0,9734000000.0,0.08,4176000000.0,0.04
Côte d'Ivoire,CIV,2001,22090000000.0,0.18,233000000.0,0.0,0.0,0.0,16859000000.0,0.14,4998000000.0,0.04
Côte d'Ivoire,CIV,2002,23537000000.0,0.19,166000000.0,0.0,0.0,0.0,15583000000.0,0.12,7788000000.0,0.06
Côte d'Ivoire,CIV,2003,16602000000.0,0.14,152000000.0,0.0,0.0,0.0,10727000000.0,0.09,5723000000.0,0.05
Côte d'Ivoire,CIV,2004,15895920000.0,0.13,149000000.0,0.0,0.0,0.0,9703920000.0,0.08,6043000000.0,0.05
Côte d'Ivoire,CIV,2005,16888210000.0,0.13,122000000.0,0.0,0.0,0.0,10824210000.0,0.09,5942000000.0,0.05
Côte d'Ivoire,CIV,2006,16824410000.0,0.13,100000000.0,0.0,0.0,0.0,11138410000.0,0.08,5586000000.0,0.04
Côte d'Ivoire,CIV,2007,18125970000.0,0.13,74000000.0,0.0,0.0,0.0,11892970000.0,0.09,6159000000.0,0.05
Côte d'Ivoire,CIV,2008,19542100000.0,0.13,90130000.0,0.0,0.0,0.0,11678330000.0,0.08,7773640000.0,0.05
Côte d'Ivoire,CIV,2009,19712330000.0,0.12,91270000.0,0.0,0.0,0.0,9872420000.0,0.06,9748640000.0,0.06
Côte d'Ivoire,CIV,2010,18822450000.0,0.11,81200000.0,0.0,0.0,0.0,7536620000.0,0.04,11204630000.0,0.07
Côte d'Ivoire,CIV,2011,7637850000.0,0.04,60710000.0,0.0,0.0,0.0,6025440000.0,0.04,1551700000.0,0.01
Côte d'Ivoire,CIV,2012,37830480000.0,0.2,79550000.0,0.0,3780000.0,0.0,25326060000.0,0.14,12421080000.0,0.07
Côte d'Ivoire,CIV,2013,41670700000.0,0.2,80610000.0,0.0,179250000.0,0.0,26445780000.0,0.13,14965070000.0,0.07
Côte d'Ivoire,CIV,2014,30395350000.0,0.13,95400000.0,0.0,172160000.0,0.0,13222810000.0,0.06,16904980000.0,0.07
Côte d'Ivoire,CIV,2015,31853260000.0,0.12,105310000.0,0.0,112990000.0,0.0,11048540000.0,0.04,20586410000.0,0.08
Côte d'Ivoire,CIV,2016,29354070000.0,0.1,123280000.0,0.0,37180000.0,0.0,10160380000.0,0.04,19033230000.0,0.07
Côte d'Ivoire,CIV,2017,34121240000.0,0.11,129980000.0,0.0,70770000.0,0.0,14963910000.0,0.05,18956580000.0,0.06
Côte d'Ivoire,CIV,2018,29177150000.0,0.09,172880000.0,0.0,5666190000.0,0.02,2767370000.0,0.01,20570700000.0,0.06
Côte d'Ivoire,CIV,2019,35677320000.0,0.1,310130000.0,0.0,11428990000.0,0.03,3676730000.0,0.01,20261470000.0,0.06
Côte d'Ivoire,CIV,2020,28242280000.0,0.08,100760000.0,0.0,5068080000.0,0.01,3590680000.0,0.01,19482770000.0,0.06
Denmark,DNK,1995,44885100000.0,4.33,21640900000.0,2.09,1376000000.0,0.13,786900000.0,0.08,21081300000.0,2.03
Denmark,DNK,1996,49654100000.0,4.56,24177000000.0,2.22,1963400000.0,0.18,1106500000.0,0.1,22407200000.0,2.06
Denmark,DNK,1997,52538700000.0,4.58,24501400000.0,2.14,2442900000.0,0.21,1514600000.0,0.13,24079800000.0,2.1
Denmark,DNK,1998,62751600000.0,5.29,31520400000.0,2.66,2987900000.0,0.25,1837600000.0,0.16,26405700000.0,2.23
Denmark,DNK,1999,66540500000.0,5.36,35202600000.0,2.84,3352600000.0,0.27,1763500000.0,0.14,26221800000.0,2.11
Denmark,DNK,2000,65721600000.0,4.95,36463800000.0,2.75,3094400000.0,0.23,1629400000.0,0.12,24534000000.0,1.85
Denmark,DNK,2001,67268300000.0,4.91,39143200000.0,2.85,3059200000.0,0.22,1681500000.0,0.12,23384400000.0,1.71
Denmark,DNK,2002,71769200000.0,5.09,40344900000.0,2.86,3223900000.0,0.23,1696300000.0,0.12,26504100000.0,1.88
Denmark,DNK,2003,70228000000.0,4.89,40344000000.0,2.81,3035400000.0,0.21,1682000000.0,0.12,25166600000.0,1.75
Denmark,DNK,2004,76736200000.0,5.1,41620000000.0,2.76,3094800000.0,0.21,1728500000.0,0.12,30292900000.0,2.01
Denmark,DNK,2005,80224800000.0,5.06,39942300000.0,2.52,3168000000.0,0.2,1687200000.0,0.11,35427300000.0,2.23
Denmark,DNK,2006,80943000000.0,4.81,37613100000.0,2.24,3282200000.0,0.2,1722200000.0,0.1,38325500000.0,2.28
Denmark,DNK,2007,84352800000.0,4.85,40620300000.0,2.34,3488300000.0,0.2,1706900000.0,0.1,38537300000.0,2.22
Denmark,DNK,2008,77761500000.0,4.32,38523200000.0,2.14,3453600000.0,0.19,1671700000.0,0.09,34113000000.0,1.89
Denmark,DNK,2009,70320200000.0,4.08,39922100000.0,2.32,3018000000.0,0.18,1608400000.0,0.09,25771700000.0,1.5
Denmark,DNK,2010,74691500000.0,4.12,42783500000.0,2.36,2360100000.0,0.13,1568100000.0,0.09,27979800000.0,1.55
Denmark,DNK,2011,76478900000.0,4.14,44396100000.0,2.4,2355200000.0,0.13,1597800000.0,0.09,28129800000.0,1.52
Denmark,DNK,2012,76623500000.0,4.04,45235400000.0,2.39,2780100000.0,0.15,1765500000.0,0.09,26842500000.0,1.42
Denmark,DNK,2013,78136300000.0,4.05,46559500000.0,2.41,3245400000.0,0.17,1831700000.0,0.1,26499700000.0,1.37
Denmark,DNK,2014,79536780000.0,4.01,45973600000.0,2.32,2553380000.0,0.13,1854900000.0,0.09,29154900000.0,1.47
Denmark,DNK,2015,81262800000.0,3.99,44929800000.0,2.21,2880000000.0,0.14,1952400000.0,0.1,31500600000.0,1.55
Denmark,DNK,2016,82472000000.0,3.91,45672800000.0,2.17,2447700000.0,0.12,1833200000.0,0.09,32518300000.0,1.54
Denmark,DNK,2017,80357400000.0,3.66,43605400000.0,1.99,2101900000.0,0.1,1823700000.0,0.08,32826400000.0,1.5
Denmark,DNK,2018,81577100000.0,3.62,43929600000.0,1.95,2155600000.0,0.1,1901300000.0,0.08,33590600000.0,1.49
Denmark,DNK,2019,76401170000.0,3.31,39459200000.0,1.71,1907570000.0,0.08,1923800000.0,0.08,33110600000.0,1.43
Denmark,DNK,2020,73822280000.0,3.18,38506700000.0,1.66,2044180000.0,0.09,1956900000.0,0.08,31314500000.0,1.35
Denmark,DNK,2021,72382730000.0,2.89,38818410000.0,1.55,2252960000.0,0.09,2104190000.0,0.08,29207170000.0,1.17
Dominican Rep.,DOM,2015,53643801608.65,1.67341149719305,44499401207.61,1.38815310186766,0.0,0.0,0.0,0.0,9144400401.04,0.285258395325389
Dominican Rep.,DOM,2016,58573620413.59,1.6796302633126,46977206894.11,1.34709683007639,0.0,0.0,0.0,0.0,11596413519.48,0.332533433236216
Dominican Rep.,DOM,2017,66476449226.82,1.74815847673008,54541038031.29,1.43428806852682,0.0,0.0,0.0,0.0,11935411195.53,0.313870408203253
Dominican Rep.,DOM,2018,71363421240.42,1.68474983083086,58570745443.08,1.38273994942631,0.0,0.0,0.0,0.0,12792675797.34,0.302009881404557
Dominican Rep.,DOM,2019,78396735500.63,1.7183843927196,62570820830.74,1.37149488774739,0.0,0.0,0.0,0.0,15825914669.89,0.346889504972214
Dominican Rep.,DOM,2020,60180197625.49,1.35034382358882,49397392427.68,1.10839555863901,0.0,0.0,0.0,0.0,10782805197.81,0.241948264949814
Dominican Rep.,DOM,2021,89003293821.94,1.65043597967762,69577018842.26,1.29020410734132,0.0,0.0,0.0,0.0,19426274979.68,0.360231872336296
Ecuador,ECU,1995,30810000.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,30810000.0,0.13
Ecuador,ECU,1996,27630000.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,27630000.0,0.11
Ecuador,ECU,1997,48980000.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,48980000.0,0.17
Ecuador,ECU,1998,61270000.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,61270000.0,0.22
Ecuador,ECU,1999,38050000.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,38050000.0,0.19
Ecuador,ECU,2000,45560000.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,45560000.0,0.25
Ecuador,ECU,2001,81080000.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,81080000.0,0.33
Ecuador,ECU,2002,68820000.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,68820000.0,0.24
Ecuador,ECU,2003,67340000.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,67340000.0,0.21
Ecuador,ECU,2004,70440000.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,70440000.0,0.19
Ecuador,ECU,2005,88200000.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,88200000.0,0.21
Ecuador,ECU,2006,85800000.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,85800000.0,0.18
Ecuador,ECU,2007,96440000.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,96440000.0,0.19
Ecuador,ECU,2008,131200000.0,0.21,10000.0,0.0,0.0,0.0,0.0,0.0,131200000.0,0.21
Ecuador,ECU,2009,166070000.0,0.27,10000.0,0.0,0.0,0.0,0.0,0.0,166060000.0,0.27
Ecuador,ECU,2010,222860000.0,0.32,10000.0,0.0,0.0,0.0,0.0,0.0,222850000.0,0.32
Ecuador,ECU,2011,244190000.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,244190000.0,0.31
Ecuador,ECU,2012,391060000.0,0.45,0.0,0.0,110640000.0,0.13,0.0,0.0,280420000.0,0.32
Ecuador,ECU,2013,445660000.0,0.47,0.0,0.0,131180000.0,0.14,0.0,0.0,314470000.0,0.33
Ecuador,ECU,2014,491430000.0,0.48,0.0,0.0,137540000.0,0.14,0.0,0.0,353900000.0,0.35
Ecuador,ECU,2015,482080000.0,0.49,3180000.0,0.0,135290000.0,0.14,0.0,0.0,343610000.0,0.35
Ecuador,ECU,2016,420540000.0,0.42,13980000.0,0.01,140270000.0,0.14,0.0,0.0,266290000.0,0.27
Ecuador,ECU,2017,452760000.0,0.43,31690000.0,0.03,142120000.0,0.14,0.0,0.0,278940000.0,0.27
Ecuador,ECU,2018,477230000.0,0.44,25960000.0,0.02,154270000.0,0.14,0.0,0.0,296990000.0,0.28
Ecuador,ECU,2019,425440000.0,0.39,1950000.0,0.0,158160000.0,0.15,0.0,0.0,265340000.0,0.25
Ecuador,ECU,2020,270740000.0,0.27,1380000.0,0.0,36260000.0,0.04,0.0,0.0,233100000.0,0.24
Ecuador,ECU,2021,311420000.0,0.29,1610000.0,0.0,42460000.0,0.04,0.0,0.0,267360000.0,0.25
"Egypt, Arab Rep. of",EGY,2002,659590000.0,0.17,456000000.0,0.12,0.0,0.0,0.0,0.0,203590000.0,0.05
"Egypt, Arab Rep. of",EGY,2003,1059080000.0,0.25,852320000.0,0.2,0.0,0.0,0.0,0.0,206760000.0,0.05
"Egypt, Arab Rep. of",EGY,2004,961200000.0,0.2,754780000.0,0.16,0.0,0.0,0.0,0.0,206410000.0,0.04
"Egypt, Arab Rep. of",EGY,2005,1211660000.0,0.23,817590000.0,0.15,0.0,0.0,0.0,0.0,394070000.0,0.07
"Egypt, Arab Rep. of",EGY,2006,2197180000.0,0.36,1640810000.0,0.27,0.0,0.0,0.0,0.0,556370000.0,0.09
"Egypt, Arab Rep. of",EGY,2007,2933780000.0,0.39,1959380000.0,0.26,0.0,0.0,0.0,0.0,974400000.0,0.13
"Egypt, Arab Rep. of",EGY,2008,2597900000.0,0.29,1487200000.0,0.17,0.0,0.0,0.0,0.0,1110700000.0,0.12
"Egypt, Arab Rep. of",EGY,2009,8595800000.0,0.83,6990600000.0,0.67,0.0,0.0,0.0,0.0,1605200000.0,0.15
"Egypt, Arab Rep. of",EGY,2010,9400400000.0,0.78,7563300000.0,0.63,0.0,0.0,0.0,0.0,1837100000.0,0.15
"Egypt, Arab Rep. of",EGY,2011,9905700000.0,0.72,8093200000.0,0.59,0.0,0.0,0.0,0.0,1812500000.0,0.13
"Egypt, Arab Rep. of",EGY,2012,11113100000.0,0.66,9120100000.0,0.55,0.0,0.0,0.0,0.0,1993000000.0,0.12
"Egypt, Arab Rep. of",EGY,2013,14345300000.0,0.77,12328400000.0,0.66,0.0,0.0,0.0,0.0,2016900000.0,0.11
"Egypt, Arab Rep. of",EGY,2014,6213000000.0,0.29,3934400000.0,0.19,0.0,0.0,0.0,0.0,2278600000.0,0.11
"Egypt, Arab Rep. of",EGY,2015,14845000000.0,0.61,12003600000.0,0.49,0.0,0.0,0.0,0.0,2841400000.0,0.12
"Egypt, Arab Rep. of",EGY,2016,15928000000.0,0.59,13181100000.0,0.49,0.0,0.0,0.0,0.0,2746900000.0,0.1
"Egypt, Arab Rep. of",EGY,2017,35559300000.0,1.02,33071900000.0,0.95,0.0,0.0,0.0,0.0,2487400000.0,0.07
"Egypt, Arab Rep. of",EGY,2018,43947600000.0,0.99,40470400000.0,0.91,0.0,0.0,0.0,0.0,3477200000.0,0.08
"Egypt, Arab Rep. of",EGY,2019,47185600000.0,0.89,41484000000.0,0.78,0.0,0.0,0.0,0.0,5701600000.0,0.11
"Egypt, Arab Rep. of",EGY,2020,33387700000.0,0.57,27598500000.0,0.47,0.0,0.0,0.0,0.0,5789200000.0,0.1
El Salvador,SLV,2015,126623000.0,0.540241123604653,7100000.0,0.0302923795644791,0.0,0.0,0.0,0.0,119523000.0,0.509948744040174
El Salvador,SLV,2016,137531000.0,0.568511246096313,8900000.0,0.0367898880271152,0.0,0.0,0.0,0.0,128631000.0,0.531721358069198
El Salvador,SLV,2017,141611000.0,0.566915892355515,7900000.0,0.031626325282701,0.0,0.0,0.0,0.0,133711000.0,0.535289567072814
El Salvador,SLV,2018,146733000.0,0.563905402559274,7300000.0,0.0280544215594495,0.0,0.0,0.0,0.0,139433000.0,0.535850980999824
El Salvador,SLV,2019,152300000.0,0.566568301511609,7900000.0,0.0293886380954807,0.0,0.0,0.0,0.0,144400000.0,0.537179663416128
"Equatorial Guinea, Rep. of",GNQ,2015,19804000000.0,0.254046620387385,8808000000.0,0.112989428013133,0.0,0.0,10996000000.0,0.141057192374252,0.0,0.0
